.pred_0,.pred_1
0.061686030880468534,0.9383139691195315
0.055798820847116404,0.9442011791528836
0.05025844093872189,0.9497415590612781
0.059249265217398706,0.9407507347826013
0.051280032095225914,0.9487199679047741
0.053234054767620775,0.9467659452323792
0.061701177583734945,0.938298822416265
0.043276251847296,0.956723748152704
0.06269171566230092,0.9373082843376991
0.05741417948686267,0.9425858205131373
0.05104495620556304,0.948955043794437
0.05868274758727676,0.9413172524127232
0.052184789283067357,0.9478152107169326
0.07367801730698131,0.9263219826930187
0.05897135046933932,0.9410286495306607
0.05538430831442631,0.9446156916855737
0.07239390034470194,0.92760609965529806
0.06515987505299137,0.9348401249470086
0.04815130516244115,0.9518486948375589
0.04767582026375894,0.9523241797362411
0.04436546131495034,0.9556345386850497
0.05856721749257143,0.9414327825074286
0.051630229213894596,0.9483697707861054
0.05716475024665635,0.9428352497533437
0.04710321460650235,0.9528967853934976
0.06106767620554365,0.9389323237944563
0.05295129958829914,0.9470487004117009
0.05231758923924279,0.9476824107607572
0.05338768415955586,0.9466123158404441
0.06226088150793252,0.9377391184920675
0.05105252564436091,0.9489474743556391
0.05474176885164639,0.9452582311483536
0.05016858091847998,0.94983141908152
0.05166717470870663,0.9483328252912934
0.05182049512703091,0.9481795048729691
0.04955009972487978,0.9504499002751202
0.05716472526006833,0.9428352747399317
0.04456219299702968,0.9554378070029703
0.05274508424587121,0.9472549157541288
0.05936237359158991,0.9406376264084101
0.06956840090697602,0.930431599093024
0.05202228824304944,0.9479777117569506
0.0530725276007844,0.9469274723992156
0.052045315642715084,0.9479546843572849
0.050669148439561496,0.9493308515604385
0.05510780803451065,0.9448921919654893
0.048663873485420006,0.95133612651458
0.05117475123007664,0.9488252487699234
0.04219407437797773,0.9578059256220223
0.05243950355425775,0.9475604964457423
0.06057800719309814,0.9394219928069019
0.050982247430290006,0.94901775256971
0.057853515558614954,0.942146484441385
0.05064386988102065,0.9493561301189793
0.04814600280488712,0.9518539971951129
0.05218017625043481,0.9478198237495652
0.05593231143846977,0.9440676885615302
0.049525900921563504,0.9504740990784365
0.05011277603175057,0.9498872239682494
0.04926553559588598,0.950734464404114
0.05209058203739214,0.9479094179626079
0.04518992648777753,0.9548100735122225
0.052013927940927074,0.9479860720590729
0.048216031543503735,0.9517839684564963
0.045620046174636886,0.9543799538253631
0.05806885743690082,0.9419311425630992
0.059028144720887354,0.9409718552791126
0.04799324957735851,0.9520067504226415
0.05347592755984365,0.9465240724401563
0.07289522565208739,0.9271047743479126
0.057358955625131935,0.9426410443748681
0.05602560172104942,0.9439743982789506
0.04890217631914162,0.9510978236808584
0.0475627620193978,0.9524372379806022
0.05514501640370095,0.944854983596299
0.0523502797112142,0.9476497202887858
0.04828423837362128,0.9517157616263787
0.06313897068380558,0.9368610293161944
0.06805101476624364,0.9319489852337564
0.04793313506881436,0.9520668649311856
0.04772924143802448,0.9522707585619755
0.04864514867123071,0.9513548513287693
0.05278613326691861,0.9472138667330814
0.05261776122381323,0.9473822387761868
0.05313063186218292,0.9468693681378171
0.05425968514577184,0.9457403148542282
0.05613310537614602,0.943866894623854
0.04943000350754345,0.9505699964924565
0.054405441636318774,0.9455945583636812
0.0600675637719571,0.9399324362280429
0.05626625792976203,0.943733742070238
0.07023340923703658,0.9297665907629634
0.05009696568902566,0.9499030343109743
0.05187766579868358,0.9481223342013164
0.05181524615027888,0.9481847538497211
0.047933354454428145,0.9520666455455719
0.0697845999231268,0.9302154000768732
0.05004625318281408,0.9499537468171859
0.056783949810651824,0.9432160501893482
0.04860289516818106,0.9513971048318189
0.05692493435171919,0.9430750656482808
0.06568411200544577,0.9343158879945542
0.05086199614614473,0.9491380038538553
0.0549633727386859,0.9450366272613141
0.06463898792919764,0.9353610120708024
0.051911770257114354,0.9480882297428856
0.05140393470031701,0.948596065299683
0.05197038531288112,0.9480296146871189
0.04958108939079564,0.9504189106092044
0.051322529038085984,0.948677470961914
0.06361385698952404,0.936386143010476
0.05451578115574174,0.9454842188442583
0.05592908453510537,0.9440709154648946
0.04853163852342468,0.9514683614765753
0.05126890974641185,0.9487310902535881
0.05691507480343849,0.9430849251965615
0.06382669604881852,0.9361733039511815
0.053106106704226996,0.946893893295773
0.04573927870394745,0.9542607212960525
0.0526761038188891,0.9473238961811109
0.06197256711571397,0.938027432884286
0.050845086858747,0.949154913141253
0.05697636412038487,0.9430236358796151
0.04868821021250158,0.9513117897874984
0.051997444105972734,0.9480025558940273
0.06528529402255545,0.9347147059774445
0.06369312068099464,0.9363068793190054
0.06105542881698689,0.9389445711830131
0.055415175033521336,0.9445848249664787
0.052210414513000125,0.9477895854869999
0.05194691466795498,0.948053085332045
0.04852953971596574,0.9514704602840343
0.05149181211666576,0.9485081878833342
0.06358874281257432,0.9364112571874257
0.04957711561531997,0.95042288438468
0.0526914682648888,0.9473085317351112
0.05037214365691811,0.9496278563430819
0.06045198947072372,0.9395480105292763
0.053935616562536426,0.9460643834374636
0.04882603871535851,0.9511739612846415
0.04928884584084636,0.9507111541591536
0.04995567359508757,0.9500443264049124
0.0501911920559136,0.9498088079440864
0.05317797218413567,0.9468220278158643
0.050075473353495825,0.9499245266465042
0.06361353284411353,0.9363864671558865
0.07260801692760299,0.927391983072397
0.0677217523522472,0.9322782476477528
0.048847666715698956,0.951152333284301
0.05595427894968008,0.9440457210503199
0.047774558082759655,0.9522254419172403
0.06351605360823886,0.9364839463917611
0.050551991517062356,0.9494480084829376
0.0567460322281379,0.9432539677718621
0.05201050979163291,0.9479894902083671
0.05804179485344685,0.9419582051465532
0.05132669162000125,0.9486733083799987
0.05097404565298602,0.949025954347014
0.05594911974504524,0.9440508802549548
0.061028448388950385,0.9389715516110496
0.061271422735274306,0.9387285772647257
0.050224592935188106,0.9497754070648119
0.04754965562355662,0.9524503443764434
0.05162019939393592,0.9483798006060641
0.0485764256073985,0.9514235743926015
0.04779665902158059,0.9522033409784194
0.061394578847584036,0.938605421152416
0.049987802230624045,0.950012197769376
0.05449217130642603,0.945507828693574
0.052190089331538236,0.9478099106684618
0.05276434955944165,0.9472356504405584
0.053005875728450724,0.9469941242715493
0.05809925414943151,0.9419007458505685
0.05217303986621891,0.9478269601337811
0.051626712547508835,0.9483732874524912
0.05145777779866478,0.9485422222013352
0.05950496079139289,0.9404950392086071
0.05360584992799766,0.9463941500720023
0.04447501111692587,0.9555249888830741
0.062872747526582,0.937127252473418
0.06956551075841533,0.9304344892415847
0.05430151195030242,0.9456984880496976
0.06775076204591912,0.9322492379540809
0.053963950747765055,0.946036049252235
0.052607807064040446,0.9473921929359596
0.06591062113301305,0.934089378866987
0.0484130827400564,0.9515869172599436
0.05434456209421479,0.9456554379057852
0.06889044348304285,0.9311095565169571
0.05043430455025033,0.9495656954497497
0.0463217505491037,0.9536782494508963
0.051695064280303904,0.9483049357196961
0.04788194519446898,0.952118054805531
0.04876100464208777,0.9512389953579122
0.05567103752793123,0.9443289624720688
0.05025816994033028,0.9497418300596697
0.052679390891969824,0.9473206091080302
0.057341628902213726,0.9426583710977863
0.050037709253792695,0.9499622907462073
0.06782704567356002,0.93217295432644
0.04980521087204737,0.9501947891279526
0.05059821916632057,0.9494017808336794
0.05776641925378856,0.9422335807462114
0.05696201023307823,0.9430379897669218
0.047723808079373375,0.9522761919206266
0.051370124156529307,0.9486298758434707
0.050454087859482466,0.9495459121405175
0.051293849080504494,0.9487061509194955
0.06996824491842579,0.9300317550815742
0.06070123857830134,0.9392987614216987
0.06156815657016401,0.938431843429836
0.05429113299706645,0.9457088670029336
0.05191043469917245,0.9480895653008276
0.05308784274483802,0.946912157255162
0.05105324512601439,0.9489467548739856
0.06020426860944317,0.9397957313905568
0.06274456887617275,0.9372554311238273
0.049774594080217116,0.9502254059197829
0.05234854179456849,0.9476514582054315
0.06184167011066888,0.9381583298893311
0.07865753548126264,0.9213424645187374
0.04969986953357164,0.9503001304664284
0.050172862575046495,0.9498271374249535
0.05062484662950717,0.9493751533704928
0.062387467078684034,0.937612532921316
0.06568964339791084,0.9343103566020892
0.05484353465709313,0.9451564653429069
0.05126019722605135,0.9487398027739486
0.05123353120886809,0.9487664687911319
0.05390136280008917,0.9460986371999108
0.052530813355813555,0.9474691866441864
0.05366184030407384,0.9463381596959262
0.05490253615152796,0.945097463848472
0.07529814055032635,0.9247018594496736
0.05925629421569201,0.940743705784308
0.05649505272917499,0.943504947270825
0.06121533662404377,0.9387846633759562
0.06119512421332651,0.9388048757866735
0.05762753465822479,0.9423724653417752
0.05074945813860188,0.9492505418613981
0.05656522808914999,0.94343477191085
0.06886600935505449,0.9311339906449455
0.06759549744720128,0.9324045025527987
0.056202419547946136,0.9437975804520539
0.05529007833637456,0.9447099216636254
0.04488622416444976,0.9551137758355502
0.05227750438642775,0.9477224956135722
0.05522277757133931,0.9447772224286607
0.05587970194283287,0.9441202980571671
0.05071809184581355,0.9492819081541864
0.04917032104833874,0.9508296789516613
0.06884370820170638,0.9311562917982936
0.049470647700046055,0.950529352299954
0.051261885283745645,0.9487381147162544
0.04844863193864113,0.9515513680613589
0.055034281051855705,0.9449657189481443
0.04842092508227125,0.9515790749177288
0.059306730927220386,0.9406932690727796
0.0640357962995235,0.9359642037004765
0.05113573817340189,0.9488642618265981
0.06290536173675909,0.9370946382632409
0.053935598870360923,0.9460644011296391
0.050987219775630144,0.9490127802243699
0.05123073802984335,0.9487692619701567
0.052335427183160754,0.9476645728168392
0.05075537722700196,0.949244622772998
0.06694524768709531,0.9330547523129047
0.049987313539393896,0.9500126864606061
0.06119979342943571,0.9388002065705643
0.050834508314417604,0.9491654916855824
0.05472766166518017,0.9452723383348198
0.05095986585425882,0.9490401341457412
0.055841540598644546,0.9441584594013555
0.06949948298025022,0.9305005170197498
0.05023640020430353,0.9497635997956965
0.06372903371968064,0.9362709662803194
0.05682304230705104,0.943176957692949
0.04754478594849709,0.9524552140515029
0.06543222660287973,0.9345677733971203
0.06789254873421591,0.9321074512657841
0.04736773458034349,0.9526322654196565
0.04990611168214343,0.9500938883178566
0.07361597832191025,0.9263840216780898
0.05775690585659454,0.9422430941434055
0.04947226426542284,0.9505277357345772
0.054395757731060534,0.9456042422689395
0.043183719627030825,0.9568162803729692
0.05096159223956398,0.949038407760436
0.05041586714227564,0.9495841328577244
0.05316942145293169,0.9468305785470683
0.07287019839508402,0.927129801604916
0.06401505613446645,0.9359849438655335
0.05204065838731209,0.9479593416126879
0.0575229644633144,0.9424770355366856
0.05513704103269679,0.9448629589673032
0.06731525479761469,0.9326847452023853
0.07762971977705846,0.9223702802229415
0.059792973858230236,0.9402070261417698
0.06935026210902673,0.9306497378909733
0.05371270154453356,0.9462872984554664
0.07557888935086321,0.9244211106491368
0.04975276785331528,0.9502472321466847
0.06381289743649399,0.936187102563506
0.060157678513702795,0.9398423214862972
0.06002006539496407,0.9399799346050359
