id,Action
1,0.781790840696708
2,0.991784921889915
3,0.998889950171189
4,0.995829789314514
5,0.999721029038851
6,0.992944879688874
7,0.935751511834035
8,0.999553741794901
9,0.893016205194277
10,0.988600756460693
11,0.992140952411136
12,0.993817645836634
13,0.997220768393104
14,0.66933858899295
15,0.964992084498952
16,0.984616500039521
17,0.60737958556912
18,0.923760224255456
19,0.999527833011361
20,0.997278778270328
21,0.995550658906579
22,0.999159306070752
23,0.997301759792969
24,0.993153656402389
25,0.999726525759311
26,0.970023742931704
27,0.998627034579996
28,0.972921916977774
29,0.992406347355329
30,0.961492442400228
31,0.998272433297273
32,0.994462268588754
33,0.975132867550246
34,0.996900624255595
35,0.996620632422897
36,0.999785110992357
37,0.993019928575024
38,0.999737290654659
39,0.99654779328353
40,0.938796279680206
41,0.835480890983352
42,0.999706655789607
43,0.995420110689446
44,0.992922544645288
45,0.998593038869561
46,0.997092871236542
47,0.99981510944785
48,0.997110778825504
49,0.999669049351601
50,0.994143232127579
51,0.932652019350808
52,0.999038645245246
53,0.946138175258202
54,1
55,0.998928746332302
56,0.985459332653975
57,0.985395831791326
58,0.999405856862147
59,0.999182338311892
60,0.999360207727818
61,0.998305524438589
62,0.993461880275401
63,0.998679828618654
64,0.999314889844504
65,0.999258421455655
66,0.994137501886605
67,0.996422526347074
68,0.9998868076731
69,0.988135727604408
70,0.574582108154103
71,0.995757329873597
72,0.999582858366345
73,0.999912280701754
74,0.998526434696731
75,0.998184299042433
76,0.998531468531468
77,0.996564237950405
78,0.932869394901585
79,0.694932173830624
80,0.995447057492446
81,0.999799050591104
82,0.997220888082594
83,0.997465547489836
84,0.998523331740811
85,0.991996143411662
86,0.985025065999074
87,0.997433264940349
88,0.996752265128815
89,0.999212393024546
90,0.895221016072564
91,0.996601765749512
92,0.832933543616464
93,0.99859594833958
94,0.972059695107088
95,0.99779021509652
96,0.998023876685935
97,0.627943933757055
98,0.995787339653164
99,0.996505003179282
100,0.999255107639811
101,0.985229467025922
102,0.917070848578501
103,0.996416871498679
104,0.996097620174964
105,0.828852509989956
106,0.998232900975572
107,0.99987945398186
108,0.995105001455217
109,0.999169860208805
110,0.997574727137512
111,0.89972182188669
112,0.998154469904255
113,0.981439377622235
114,0.999815190175794
115,0.993973910513459
116,0.98180126440352
117,0.987119464590064
118,0.99812460253459
119,0.999508515085525
120,0.995035188394714
121,0.948232023990472
122,0.994126864330992
123,0.975668175227287
124,0.994881324466718
125,0.998530514601812
126,0.913803387140277
127,0.931143607361437
128,0.769603539181885
129,0.960203322634866
130,0.996962962962963
131,0.998780517149973
132,0.999279576816805
133,0.995022116572048
134,0.75650532802342
135,0.999706354027536
136,0.986642895390101
137,0.998782586685141
138,0.922501213636372
139,0.993414737686525
140,0.999639211880371
141,0.988239832814788
142,0.987642905406312
143,0.999174591393922
144,0.997729468599034
145,0.99859327173108
146,0.927483204755357
147,0.848697366961856
148,0.880265429957933
149,0.99950659582988
150,0.985769281422924
151,0.999502761100164
152,0.709775363245698
153,0.996102696614939
154,0.965043386716842
155,0.99824836517738
156,0.990861754482845
157,0.991585155845904
158,0.999199731353376
159,0.847649129056647
160,0.994157699523372
161,0.878727398362631
162,0.994417069651025
163,0.999304254192936
164,0.994532454981978
165,0.998831958457554
166,0.999896128753641
167,0.965353813123376
168,0.995845367368087
169,0.997523257649052
170,0.999854929377356
171,0.994182829977894
172,0.999939759036145
173,0.978965037773702
174,0.988142365932148
175,0.998142890213717
176,0.999745864567425
177,0.979275726667176
178,0.997530598274991
179,0.995836478941057
180,0.975641284181961
181,0.848072210120017
182,0.99962962962963
183,0.769312022770348
184,0.940208470596588
185,0.99881975868333
186,0.961027887539281
187,0.998273833043735
188,0.987242198400932
189,0.610811282230616
190,0.993826917679853
191,0.999948062181553
192,0.997815339703204
193,0.999069795236838
194,0.99917110376467
195,0.99396885722036
196,0.99901307623516
197,0.999939024660232
198,0.990856906709576
199,0.998657996130263
200,0.845874304028884
201,0.997315698020673
202,0.9963593518109
203,0.99184923242038
204,0.9860937522283
205,0.999714285714286
206,0.997542887166071
207,0.999128408889713
208,0.995210163231285
209,0.770422655356187
210,0.715098017114054
211,0.953460400094373
212,0.999110066845824
213,0.999727065172271
214,0.995586069568002
215,0.995618038274289
216,0.964734153647885
217,0.964437983389753
218,0.99957147257431
219,0.998573874934703
220,0.986480930157964
221,0.562730103454474
222,0.999802908968622
223,1
224,0.996582468659812
225,0.972013219043379
226,0.930667097620413
227,0.978595997841614
228,0.997850136251415
229,0.999275515110945
230,0.99631198659641
231,0.995972282732508
232,0.982211853558767
233,0.943941682070289
234,0.146900250826698
235,0.905955853091593
236,0.991232190538492
237,0.992595380057652
238,0.98266459302429
239,0.968681793582542
240,0.998975662348438
241,0.995628422242254
242,0.601036045508465
243,0.737567619028145
244,0.985009429268432
245,0.995979641374123
246,0.996609648981425
247,0.99617765338145
248,0.95831654063137
249,0.992099019669046
250,0.998931414251604
251,0.999359269098008
252,0.737752203908932
253,1
254,1
255,1
256,0.977392026740314
257,0.998480686096129
258,0.984891558218043
259,0.98638783522747
260,0.999434108585559
261,0.995184665522419
262,0.988832584683126
263,0.997613816400402
264,0.998459424383956
265,0.999854929377356
266,0.995202535466221
267,0.908475809090209
268,0.995739360248043
269,0.985070226655462
270,0.998963610126409
271,0.993966386194962
272,0.996122427280322
273,0.994956324685345
274,0.467726085681359
275,0.999352385420807
276,0.965549152578771
277,0.999602564102564
278,1
279,0.93263692941791
280,0.872676786132117
281,0.999745659655527
282,0.999496497195376
283,0.733305331761696
284,0.982565832208263
285,0.997485675395212
286,0.974431457719643
287,0.999569179881408
288,0.998386575193096
289,0.997915772118994
290,0.999854929377356
291,0.516281698566189
292,0.902476702816464
293,0.998540182007288
294,0.995572393513763
295,0.996867092650242
296,0.749619295934053
297,0.527531268660454
298,0.989499943669969
299,0.736709267116725
300,0.995518190721447
301,0.700989953155948
302,0.999857941576253
303,0.92757038396163
304,0.817013646315177
305,0.998509138353104
306,0.995610410509224
307,0.991996143411662
308,0.999817475250441
309,0.972218521191145
310,0.99659974141645
311,1
312,0.996322669527683
313,0.997313116121682
314,0.999804843435704
315,0.999867786314097
316,0.999178064063841
317,0.95562323052339
318,0.998892483211669
319,0.389291633742034
320,0.996913726543083
321,0.994069778261109
322,0.76352418440832
323,0.999931662017551
324,0.969901016887583
325,0.89591399633095
326,0.912919188392387
327,0.979345036533083
328,0.999139571028578
